,loss,acc,val_loss,val_acc
0,4.366544961929321,0.0,4.407549142837524,0.0
1,4.433427095413208,0.046875,4.549771308898926,0.046875
2,4.696211814880371,0.015625,4.589493274688721,0.046875
3,4.369795322418213,0.046875,4.555447340011597,0.0
4,4.45193338394165,0.0,4.469298839569092,0.0
5,4.216086387634277,0.0625,4.4175238609313965,0.0
6,4.393097877502441,0.0625,4.320337772369385,0.046875
7,4.350454092025757,0.015625,4.233324766159058,0.046875
8,4.350593566894531,0.0,4.1610107421875,0.09375
9,4.206099033355713,0.046875,4.125046253204346,0.09375
10,4.2328009605407715,0.0625,4.105493068695068,0.046875
11,4.236840486526489,0.03125,4.095396280288696,0.03125
12,4.161123991012573,0.046875,4.0908026695251465,0.15625
13,4.133516311645508,0.046875,4.087846755981445,0.09375
14,4.158852577209473,0.046875,4.090798616409302,0.078125
15,4.119278907775879,0.046875,4.101356029510498,0.078125
16,4.104343414306641,0.078125,4.112384080886841,0.078125
17,4.035479784011841,0.109375,4.1089465618133545,0.046875
18,4.09699559211731,0.046875,4.095226764678955,0.015625
19,4.1956787109375,0.046875,4.073957443237305,0.046875
20,4.013262987136841,0.125,4.04289698600769,0.046875
21,4.045887470245361,0.09375,4.017737984657288,0.078125
22,4.086518287658691,0.078125,3.977166533470154,0.109375
23,4.0944671630859375,0.03125,3.9322736263275146,0.140625
24,3.962027072906494,0.078125,3.8862931728363037,0.109375
25,3.9168249368667603,0.109375,3.8298757076263428,0.140625
26,3.99615740776062,0.0625,3.7829654216766357,0.15625
27,4.054769515991211,0.0,3.7480021715164185,0.125
28,4.041957378387451,0.0625,3.747584104537964,0.140625
29,3.8284215927124023,0.140625,3.7370285987854004,0.109375
30,3.7854039669036865,0.109375,3.7260451316833496,0.171875
31,3.77957546710968,0.109375,3.6848738193511963,0.1875
32,3.7169742584228516,0.140625,3.672334671020508,0.1875
33,3.8141305446624756,0.140625,3.6257961988449097,0.15625
34,3.683845043182373,0.09375,3.555862784385681,0.1875
35,3.833436369895935,0.078125,3.5088475942611694,0.1875
36,3.5494801998138428,0.171875,3.5298932790756226,0.15625
37,3.5231587886810303,0.1875,3.5837589502334595,0.125
38,3.6349146366119385,0.078125,3.5573179721832275,0.109375
39,3.437570095062256,0.125,3.4926114082336426,0.109375
40,3.8016942739486694,0.109375,3.4678863286972046,0.09375
41,3.8032912015914917,0.09375,3.408348798751831,0.125
42,3.4004123210906982,0.125,3.358242630958557,0.203125
43,3.4050798416137695,0.15625,3.3516488075256348,0.203125
44,3.329148292541504,0.1875,3.3156585693359375,0.1875
45,3.153163433074951,0.234375,3.2788151502609253,0.15625
46,3.5264893770217896,0.078125,3.238487124443054,0.21875
47,3.3585652112960815,0.1875,3.2203181982040405,0.140625
48,3.445324420928955,0.109375,3.2111268043518066,0.109375
49,3.206261396408081,0.203125,3.2485857009887695,0.1875
50,3.3450567722320557,0.15625,3.325524091720581,0.140625
51,3.35694420337677,0.140625,3.347264051437378,0.125
52,3.4423458576202393,0.109375,3.2437793016433716,0.15625
53,3.362733840942383,0.078125,3.184844732284546,0.1875
54,3.217662811279297,0.1875,3.154038429260254,0.203125
55,3.4211567640304565,0.140625,3.1454473733901978,0.1875
56,3.261478900909424,0.15625,3.1295965909957886,0.1875
57,3.143422484397888,0.1875,3.131986379623413,0.203125
58,3.18157422542572,0.171875,3.129790782928467,0.1875
59,3.2308623790740967,0.171875,3.119797468185425,0.234375
60,3.1023690700531006,0.1875,3.1475415229797363,0.25
61,3.197278380393982,0.1875,3.2060588598251343,0.1875
62,3.1726295948028564,0.140625,3.1906802654266357,0.171875
63,3.027447819709778,0.1875,3.1266818046569824,0.09375
64,3.2424046993255615,0.203125,3.1106441020965576,0.109375
65,3.1114165782928467,0.21875,3.077739715576172,0.171875
66,2.8612855672836304,0.3125,3.021655559539795,0.171875
67,2.8659884929656982,0.234375,2.963790774345398,0.15625
68,2.876853585243225,0.171875,2.9603248834609985,0.1875
69,3.0515341758728027,0.25,2.948212146759033,0.171875
70,2.9467028379440308,0.265625,2.95133900642395,0.1875
71,3.0937912464141846,0.15625,2.934370756149292,0.234375
72,3.1747151613235474,0.171875,2.965449810028076,0.21875
73,2.8450393676757812,0.1875,2.966547966003418,0.21875
74,3.347707986831665,0.09375,2.9313546419143677,0.21875
75,3.0167407989501953,0.21875,2.9251304864883423,0.25
76,2.834794759750366,0.265625,2.9293289184570312,0.25
77,2.9157698154449463,0.25,2.9477730989456177,0.203125
78,3.040878415107727,0.21875,2.906617045402527,0.15625
79,2.9576860666275024,0.21875,2.7915592193603516,0.21875
80,2.8355730772018433,0.21875,2.740046739578247,0.234375
81,2.7707971334457397,0.25,2.7251384258270264,0.28125
82,2.941633105278015,0.25,2.7061504125595093,0.25
83,2.993577718734741,0.1875,2.683766007423401,0.234375
84,2.8292428255081177,0.234375,2.666206955909729,0.3125
85,2.574572205543518,0.34375,2.6310449838638306,0.296875
86,2.755993127822876,0.28125,2.638856887817383,0.265625
87,2.7451599836349487,0.265625,2.6440171003341675,0.28125
88,2.518693208694458,0.296875,2.6792049407958984,0.265625
89,2.4964922666549683,0.4375,2.758681297302246,0.3125
90,2.6355079412460327,0.25,2.834804892539978,0.25
91,2.5460236072540283,0.296875,2.7462592124938965,0.265625
92,2.669895052909851,0.25,2.6220569610595703,0.296875
93,2.516394019126892,0.28125,2.527214527130127,0.359375
94,2.7119953632354736,0.3125,2.542862892150879,0.3125
95,3.0032368898391724,0.1875,2.5659751892089844,0.328125
96,3.1023519039154053,0.28125,2.525287389755249,0.3125
97,2.5627485513687134,0.296875,2.547522783279419,0.3125
98,2.6832019090652466,0.25,2.583622694015503,0.265625
99,2.5103129148483276,0.265625,2.561676025390625,0.265625
100,2.4827768802642822,0.25,2.55422043800354,0.28125
101,2.4578611850738525,0.265625,2.579506516456604,0.265625
102,2.5949517488479614,0.359375,2.5801122188568115,0.234375
103,2.6819690465927124,0.296875,2.532342791557312,0.28125
104,2.7713712453842163,0.265625,2.5089356899261475,0.3125
105,2.7092673778533936,0.28125,2.4772168397903442,0.28125
106,2.764435648918152,0.34375,2.389920711517334,0.40625
107,2.666224956512451,0.21875,2.3206182718276978,0.40625
108,2.4392008781433105,0.28125,2.3026763200759888,0.421875
109,2.672849655151367,0.203125,2.3201942443847656,0.390625
110,2.6834057569503784,0.28125,2.3425530195236206,0.40625
111,2.9359439611434937,0.21875,2.3940515518188477,0.390625
112,2.8254698514938354,0.1875,2.453374147415161,0.359375
113,2.5527037382125854,0.296875,2.4705538749694824,0.328125
114,2.6284449100494385,0.34375,2.5584099292755127,0.296875
115,2.6857781410217285,0.328125,2.590500593185425,0.265625
116,2.5812532901763916,0.296875,2.5930397510528564,0.3125
117,2.6205402612686157,0.234375,2.5198246240615845,0.34375
118,2.526521682739258,0.328125,2.5154123306274414,0.328125
119,2.4254419803619385,0.375,2.525903582572937,0.328125
120,2.301192283630371,0.4375,2.4894793033599854,0.328125
121,2.560509204864502,0.296875,2.531445860862732,0.28125
122,2.5818625688552856,0.28125,2.5557219982147217,0.28125
123,2.4194469451904297,0.3125,2.5069963932037354,0.265625
124,2.840481996536255,0.234375,2.394501805305481,0.390625
125,2.4906352758407593,0.359375,2.3252928256988525,0.359375
126,2.5854506492614746,0.328125,2.2860968112945557,0.40625
127,2.381413221359253,0.390625,2.24933660030365,0.359375
128,2.2121423482894897,0.375,2.215271472930908,0.40625
129,2.548666000366211,0.296875,2.2967900037765503,0.390625
130,2.3990697860717773,0.3125,2.4407846927642822,0.359375
131,2.24029803276062,0.40625,2.429713726043701,0.328125
132,2.458485722541809,0.34375,2.4279956817626953,0.265625
133,2.3405197858810425,0.328125,2.467255115509033,0.3125
134,2.517551064491272,0.28125,2.549702286720276,0.25
135,2.4180209636688232,0.34375,2.546246290206909,0.265625
136,2.4470402002334595,0.3125,2.452092409133911,0.28125
137,2.57352077960968,0.328125,2.3618383407592773,0.265625
138,2.473195433616638,0.375,2.3822782039642334,0.296875
139,2.6060314178466797,0.296875,2.3766024112701416,0.359375
140,2.822382926940918,0.234375,2.3077590465545654,0.328125
141,2.489107370376587,0.328125,2.339677095413208,0.328125
142,2.388243556022644,0.390625,2.398492455482483,0.34375
143,2.2299293279647827,0.421875,2.406915068626404,0.34375
144,2.5971713066101074,0.28125,2.4160549640655518,0.375
145,2.7033092975616455,0.28125,2.39812695980072,0.34375
146,2.6164162158966064,0.3125,2.3478000164031982,0.328125
147,2.266652226448059,0.375,2.344780206680298,0.3125
148,2.361321449279785,0.34375,2.3833632469177246,0.328125
149,2.2850183248519897,0.390625,2.400557041168213,0.34375
150,2.1657397747039795,0.40625,2.398319363594055,0.34375
151,2.2564095854759216,0.390625,2.3478612899780273,0.328125
152,1.9349257946014404,0.484375,2.2793986797332764,0.3125
153,2.4505929946899414,0.359375,2.283429503440857,0.34375
154,2.1670502424240112,0.4375,2.3192728757858276,0.34375
155,2.203265905380249,0.375,2.3537278175354004,0.3125
156,2.508965849876404,0.375,2.354020118713379,0.328125
157,2.2035189867019653,0.40625,2.2748993635177612,0.296875
158,2.3660918474197388,0.34375,2.197568416595459,0.359375
159,2.383084774017334,0.34375,2.1710305213928223,0.359375
160,2.3897690773010254,0.375,2.1972830295562744,0.34375
161,2.4975626468658447,0.3125,2.2114522457122803,0.3125
162,2.4162827730178833,0.375,2.2484172582626343,0.265625
163,2.3301990032196045,0.375,2.266829252243042,0.265625
164,2.323954939842224,0.375,2.1939189434051514,0.375
165,2.160152792930603,0.40625,2.1359392404556274,0.375
166,2.200100064277649,0.359375,2.151545763015747,0.359375
167,2.399293065071106,0.296875,2.229447603225708,0.359375
168,2.237912654876709,0.34375,2.2533150911331177,0.375
169,2.164285957813263,0.453125,2.2103488445281982,0.375
170,2.5186129808425903,0.390625,2.2225841283798218,0.359375
171,2.2969058752059937,0.34375,2.2467334270477295,0.34375
172,2.0652555227279663,0.421875,2.2995680570602417,0.328125
173,1.8451762199401855,0.5,2.3302319049835205,0.390625
174,1.9083956480026245,0.484375,2.286164343357086,0.390625
175,2.3362083435058594,0.328125,2.224456548690796,0.375
176,1.840494155883789,0.40625,2.188995838165283,0.328125
177,2.0906238555908203,0.390625,2.1112977266311646,0.375
178,2.1231417655944824,0.5,2.1150436401367188,0.421875
179,2.543312907218933,0.3125,2.106880784034729,0.421875
180,2.37743878364563,0.4375,2.117642402648926,0.4375
181,1.7392853498458862,0.484375,2.2510786056518555,0.375
182,2.0042437314987183,0.484375,2.344448447227478,0.34375
183,2.1758506298065186,0.359375,2.3644145727157593,0.359375
184,2.135287046432495,0.40625,2.341101288795471,0.25
185,2.062075197696686,0.421875,2.3703094720840454,0.203125
186,2.2719109058380127,0.34375,2.3066638708114624,0.25
187,2.3530325293540955,0.359375,2.1875457763671875,0.359375
188,1.8806659579277039,0.5,2.184264898300171,0.421875
189,2.246182084083557,0.390625,2.236945152282715,0.421875
190,2.3363512754440308,0.34375,2.158787250518799,0.40625
191,2.193124532699585,0.375,2.0744057297706604,0.40625
192,2.2239410877227783,0.390625,2.0018181800842285,0.390625
193,2.6388421058654785,0.25,1.9681020975112915,0.46875
194,2.0792701840400696,0.40625,1.976406991481781,0.46875
195,2.6884266138076782,0.296875,2.0616772174835205,0.484375
196,2.315361976623535,0.421875,2.08614444732666,0.40625
197,2.252111315727234,0.375,2.1135165691375732,0.40625
198,1.9665321111679077,0.40625,2.20373797416687,0.40625
199,2.2514020204544067,0.40625,2.2579779624938965,0.359375
200,2.0355173349380493,0.328125,2.2392525672912598,0.390625
201,2.2226892709732056,0.40625,2.1697884798049927,0.390625
202,2.3177638053894043,0.390625,2.153635025024414,0.40625
203,2.0540707111358643,0.453125,2.1736702919006348,0.40625
204,2.115504503250122,0.34375,2.1712777614593506,0.390625
205,2.001124620437622,0.453125,2.1907459497451782,0.359375
206,2.4769721031188965,0.34375,2.2080971002578735,0.390625
207,2.0213595628738403,0.46875,2.2350361347198486,0.390625
208,2.482936978340149,0.359375,2.1638067960739136,0.421875
209,2.0920872688293457,0.46875,2.060942769050598,0.453125
210,2.3368165493011475,0.375,1.9832664728164673,0.4375
211,1.5977752208709717,0.515625,1.9423861503601074,0.4375
212,2.193633198738098,0.34375,1.888437032699585,0.53125
213,2.159519076347351,0.40625,1.9031658172607422,0.515625
214,2.0622740387916565,0.4375,1.975046157836914,0.515625
215,1.8677476644515991,0.46875,2.02849805355072,0.46875
216,1.9942583441734314,0.359375,2.150216519832611,0.4375
217,2.1086299419403076,0.40625,2.205532670021057,0.390625
218,2.2075052857398987,0.4375,2.2386069297790527,0.359375
219,1.7902807593345642,0.4375,2.2491586208343506,0.359375
220,1.8623165488243103,0.515625,2.2033169269561768,0.390625
221,2.625475764274597,0.25,2.068096160888672,0.46875
222,1.9795784950256348,0.453125,2.000649094581604,0.453125
223,2.1653149127960205,0.453125,2.036484718322754,0.4375
224,2.276384711265564,0.375,1.9857528805732727,0.484375
225,2.423839807510376,0.265625,1.9609719514846802,0.46875
226,1.8210662603378296,0.46875,1.9692211151123047,0.46875
227,1.9263172149658203,0.4375,1.9936780333518982,0.484375
228,2.2435975074768066,0.375,2.0602646470069885,0.46875
229,2.3597832918167114,0.359375,2.159492015838623,0.453125
230,1.8688006401062012,0.484375,2.220754861831665,0.40625
231,2.0983355045318604,0.390625,2.228046417236328,0.390625
232,2.09909451007843,0.40625,2.218787908554077,0.3125
233,2.0710997581481934,0.375,2.1787339448928833,0.328125
