enclave_setup_time,tf_time,enclave_time,teardown_time,combined_enclave_time,native_time,enclave_label,native_label,layers_in_enclave,correct_label
0.0,1.2342567443847656,0.0,0.0,0.0,0.0,-1,-1,0,1
0.0,1.231459140777588,0.0,0.0,0.0,0.0,-1,-1,0,1
0.0,1.2390151023864746,0.0,0.0,0.0,0.0,-1,-1,0,1
0.0,1.2340776920318604,0.0,0.0,0.0,0.0,-1,-1,0,1
0.0,1.2386541366577148,0.0,0.0,0.0,0.0,-1,-1,0,1
0.0,1.2421376705169678,0.0,0.0,0.0,0.0,-1,-1,0,1
0.0,1.2333745956420898,0.0,0.0,0.0,0.0,-1,-1,0,1
0.0,1.2366957664489746,0.0,0.0,0.0,0.0,-1,-1,0,1
0.0,1.2402153015136719,0.0,0.0,0.0,0.0,-1,-1,0,1
0.0,1.2353408336639404,0.0,0.0,0.0,0.0,-1,-1,0,1
0.0,1.2342102527618408,0.0,0.0,0.0,0.0,-1,-1,0,1
0.0,1.2411425113677979,0.0,0.0,0.0,0.0,-1,-1,0,1
0.0,1.233147144317627,0.0,0.0,0.0,0.0,-1,-1,0,1
0.0,1.2318241596221924,0.0,0.0,0.0,0.0,-1,-1,0,1
0.0,1.2372159957885742,0.0,0.0,0.0,0.0,-1,-1,0,1
0.0,1.2297484874725342,0.0,0.0,0.0,0.0,-1,-1,0,1
0.0,1.2390060424804688,0.0,0.0,0.0,0.0,-1,-1,0,1
0.0,1.2301125526428223,0.0,0.0,0.0,0.0,-1,-1,0,1
0.0,1.233656883239746,0.0,0.0,0.0,0.0,-1,-1,0,1
0.0,1.226144552230835,0.0,0.0,0.0,0.0,-1,-1,0,1
