enclave_setup_time,tf_time,enclave_time,teardown_time,combined_enclave_time,native_time,enclave_label,native_label,layers_in_enclave
0.0,0.825702428817749,0.0,0.0,0.0,0.0,-1,-1,0
0.0,0.8090846538543701,0.0,0.0,0.0,0.0,-1,-1,0
0.0,0.8105266094207764,0.0,0.0,0.0,0.0,-1,-1,0
0.0,0.8204984664916992,0.0,0.0,0.0,0.0,-1,-1,0
0.0,0.8158469200134277,0.0,0.0,0.0,0.0,-1,-1,0
0.7763814926147461,0.8180801868438721,0.0010008811950683594,0.019426345825195312,0.7968087196350098,6.890296936035156e-05,3,3,1
0.7761390209197998,0.8129525184631348,0.0010001659393310547,0.019257783889770508,0.7963969707489014,7.081031799316406e-05,3,3,1
0.7795968055725098,0.8137235641479492,0.001001596450805664,0.019287824630737305,0.7998862266540527,6.842613220214844e-05,3,3,1
0.7790477275848389,0.8171732425689697,0.0009441375732421875,0.019345998764038086,0.7993378639221191,8.797645568847656e-05,3,3,1
0.7764434814453125,0.8205394744873047,0.0010080337524414062,0.019269943237304688,0.7967214584350586,6.389617919921875e-05,3,3,1
0.7707958221435547,0.8144116401672363,0.0010890960693359375,0.01891636848449707,0.7908012866973877,8.58306884765625e-05,3,3,2
0.7726376056671143,0.8136606216430664,0.001013040542602539,0.019190311431884766,0.7928409576416016,6.246566772460938e-05,3,3,2
0.7741358280181885,0.8078789710998535,0.0010104179382324219,0.019561290740966797,0.7947075366973877,6.699562072753906e-05,3,3,2
0.7828288078308105,0.8137891292572021,0.0009915828704833984,0.019208669662475586,0.8030290603637695,6.747245788574219e-05,3,3,2
0.7701740264892578,0.8098909854888916,0.0010368824005126953,0.019138336181640625,0.7903492450714111,7.867813110351562e-05,3,3,2
0.7749581336975098,0.692807674407959,0.117950439453125,0.01926565170288086,0.9121742248535156,0.011490583419799805,3,3,3
0.7801737785339355,0.6856992244720459,0.11776304244995117,0.01936936378479004,0.9173061847686768,0.013056755065917969,3,3,3
0.7851355075836182,0.6879487037658691,0.11984562873840332,0.01938152313232422,0.9243626594543457,0.01151418685913086,3,3,3
0.7748227119445801,0.6928501129150391,0.11867094039916992,0.01935577392578125,0.9128494262695312,0.010067462921142578,3,3,3
0.768312931060791,0.6928894519805908,0.1208491325378418,0.01925063133239746,0.9084126949310303,0.013041496276855469,3,3,3
0.7813143730163574,0.6883869171142578,0.11950111389160156,0.019151926040649414,0.9199674129486084,0.012814760208129883,3,3,4
0.7878377437591553,0.6926155090332031,0.11841106414794922,0.019553661346435547,0.92580246925354,0.01216888427734375,3,3,4
0.7829380035400391,0.6907370090484619,0.11755871772766113,0.019275903701782227,0.9197726249694824,0.011527776718139648,3,3,4
0.7681872844696045,0.6858212947845459,0.11746358871459961,0.01919102668762207,0.9048418998718262,0.010674715042114258,3,3,4
0.7822110652923584,0.7009644508361816,0.11815500259399414,0.019420146942138672,0.9197862148284912,0.01236867904663086,3,3,4
0.7813892364501953,0.6873795986175537,0.12039804458618164,0.019676685333251953,0.9214639663696289,0.011368274688720703,3,3,5
0.7700271606445312,0.6857702732086182,0.11917519569396973,0.01935863494873047,0.9085609912872314,0.01342630386352539,3,3,5
0.789478063583374,0.6974294185638428,0.11855077743530273,0.019464969635009766,0.9274938106536865,0.013178586959838867,3,3,5
0.7734432220458984,0.695136547088623,0.11782670021057129,0.019117116928100586,0.9103870391845703,0.012252330780029297,3,3,5
0.7716271877288818,0.6966018676757812,0.11771130561828613,0.019279003143310547,0.9086174964904785,0.012686491012573242,3,3,5
0.7731413841247559,0.6878867149353027,0.12048029899597168,0.01914811134338379,0.9127697944641113,0.011370420455932617,3,3,6
0.7747282981872559,0.691918134689331,0.11894464492797852,0.01954030990600586,0.9132132530212402,0.012155532836914062,3,3,6
0.768092155456543,0.6871979236602783,0.12127232551574707,0.019307613372802734,0.9086720943450928,0.011561393737792969,3,3,6
0.7771570682525635,0.6874675750732422,0.11844325065612793,0.019364595413208008,0.9149649143218994,0.01301264762878418,3,3,6
0.7813916206359863,0.6886725425720215,0.11841344833374023,0.01921534538269043,0.919020414352417,0.013029098510742188,3,3,6
0.7740190029144287,0.6752498149871826,0.23643064498901367,0.019061565399169922,1.0295112133026123,0.09568047523498535,3,3,7
0.7727701663970947,0.6778106689453125,0.23609471321105957,0.01951289176940918,1.0283777713775635,0.09666776657104492,3,3,7
0.7760703563690186,0.6780617237091064,0.23608684539794922,0.01940298080444336,1.0315601825714111,0.09704232215881348,3,3,7
0.7741110324859619,0.6820089817047119,0.23691439628601074,0.019458532333374023,1.0304839611053467,0.09632229804992676,3,3,7
0.7812941074371338,0.67856764793396,0.23651814460754395,0.019435644149780273,1.037247896194458,0.0959017276763916,3,3,7
0.7685039043426514,0.00032711029052734375,0.24094867706298828,0.019237995147705078,1.0286905765533447,0.10077404975891113,3,3,8
0.7909116744995117,0.00032830238342285156,0.23874473571777344,0.019579172134399414,1.0492355823516846,0.0987403392791748,3,3,8
0.7868754863739014,0.0003311634063720703,0.23981857299804688,0.019300222396850586,1.0459942817687988,0.10036468505859375,3,3,8
0.7772703170776367,0.00032711029052734375,0.24011731147766113,0.019426822662353516,1.0368144512176514,0.09789919853210449,3,3,8
0.7782917022705078,0.00036334991455078125,0.23981690406799316,0.019153833389282227,1.0372624397277832,0.09718537330627441,3,3,8
