enclave_setup_time,tf_time,enclave_time,teardown_time,combined_enclave_time,native_time,enclave_label,native_label,layers_in_enclave,correct_label
0.0,0.0735933780670166,0.0,0.0,0.0,0.0,-1,-1,0,6
0.0,0.07266068458557129,0.0,0.0,0.0,0.0,-1,-1,0,6
0.0,0.07379436492919922,0.0,0.0,0.0,0.0,-1,-1,0,6
0.0,0.07457327842712402,0.0,0.0,0.0,0.0,-1,-1,0,6
0.0,0.07474732398986816,0.0,0.0,0.0,0.0,-1,-1,0,6
0.0,0.0741117000579834,0.0,0.0,0.0,0.0,-1,-1,0,6
0.0,0.07262158393859863,0.0,0.0,0.0,0.0,-1,-1,0,6
0.0,0.07389068603515625,0.0,0.0,0.0,0.0,-1,-1,0,6
0.0,0.07436347007751465,0.0,0.0,0.0,0.0,-1,-1,0,6
0.0,0.07417607307434082,0.0,0.0,0.0,0.0,-1,-1,0,6
0.0,0.07372117042541504,0.0,0.0,0.0,0.0,-1,-1,0,6
0.0,0.07370996475219727,0.0,0.0,0.0,0.0,-1,-1,0,6
0.0,0.07496047019958496,0.0,0.0,0.0,0.0,-1,-1,0,6
0.0,0.0731959342956543,0.0,0.0,0.0,0.0,-1,-1,0,6
0.0,0.07464790344238281,0.0,0.0,0.0,0.0,-1,-1,0,6
0.0,0.07462668418884277,0.0,0.0,0.0,0.0,-1,-1,0,6
0.0,0.07476162910461426,0.0,0.0,0.0,0.0,-1,-1,0,6
0.0,0.07338857650756836,0.0,0.0,0.0,0.0,-1,-1,0,6
0.0,0.07415127754211426,0.0,0.0,0.0,0.0,-1,-1,0,6
0.0,0.07399797439575195,0.0,0.0,0.0,0.0,-1,-1,0,6
0.766503095626831,0.07435250282287598,0.011477231979370117,0.019391536712646484,0.7973718643188477,0.0007271766662597656,6,6,1,6
0.784170389175415,0.07458662986755371,0.011405467987060547,0.01955437660217285,0.8151302337646484,0.0006842613220214844,6,6,1,6
0.7750933170318604,0.07713127136230469,0.011354446411132812,0.019390106201171875,0.805837869644165,0.0007121562957763672,6,6,1,6
