,loss,accuracy,val_loss,val_accuracy
0,0.5213727156321207,0.84375,2.1645707119078863,0.566417932510376
1,0.5011831720670065,0.7916666865348816,2.1618147577558244,0.566417932510376
2,0.6511394580205282,0.8020833134651184,2.159630829379672,0.5671641826629639
3,0.30696341395378113,0.8854166865348816,2.1584521049544927,0.5671641826629639
4,0.40064430236816406,0.8958333134651184,2.156454651128678,0.5679104328155518
5,0.26620883742968243,0.8958333134651184,2.154497824964069,0.5679104328155518
6,0.5879371762275696,0.8541666865348816,2.1517533092271712,0.5686567425727844
7,0.3451445698738098,0.8854166865348816,2.1500767043658664,0.5679104328155518
8,0.41787004470825195,0.8958333134651184,2.147903419676281,0.5679104328155518
9,0.41826021671295166,0.8854166865348816,2.145966160865057,0.5671641826629639
10,0.4263427754243215,0.8541666865348816,2.1429063365572976,0.5656716227531433
11,0.3251253068447113,0.8854166865348816,2.141416194893065,0.5649253726005554
12,0.41175752878189087,0.8645833134651184,2.14000750155676,0.5649253726005554
13,0.5034826199213663,0.8333333134651184,2.1381704864047824,0.5649253726005554
14,0.4562462866306305,0.8645833134651184,2.1366558500698636,0.5656716227531433
15,0.3570198019345601,0.875,2.1354912178856984,0.5649253726005554
16,0.41222714881102246,0.8229166865348816,2.133949021498362,0.5641791224479675
17,0.30729782581329346,0.9166666865348816,2.13301948706309,0.5641791224479675
18,0.5073917806148529,0.8125,2.1313330900101435,0.5641791224479675
19,0.41110257307688397,0.84375,2.129245548021226,0.5641791224479675
20,0.568007210890452,0.8229166865348816,2.127718922637758,0.5649253726005554
21,0.32889852424462634,0.9166666865348816,2.1263543849899653,0.5649253726005554
22,0.33017052710056305,0.8854166865348816,2.125364910988581,0.5649253726005554
23,0.3285745879014333,0.8854166865348816,2.1240711212158203,0.5649253726005554
24,0.4441329836845398,0.8958333134651184,2.1227779274895076,0.5634328126907349
25,0.5686323543389639,0.8333333134651184,2.1214849608285085,0.5649253726005554
26,0.3751843571662903,0.8645833134651184,2.1203709613709223,0.5656716227531433
27,0.5415346821149191,0.8541666865348816,2.1186383196285794,0.5656716227531433
28,0.4124424656232198,0.8854166865348816,2.1167426080930802,0.5641791224479675
29,0.221715639034907,0.9270833134651184,2.1157184810865495,0.5649253726005554
30,0.4255518813927968,0.8541666865348816,2.114157219727834,0.5649253726005554
31,0.28793775538603467,0.8958333134651184,2.1133965395745777,0.5641791224479675
32,0.42979836960633594,0.8854166865348816,2.111595304239364,0.5656716227531433
33,0.3364143371582031,0.90625,2.1101615655989874,0.5649253726005554
34,0.3120194474856059,0.90625,2.1083577332042513,0.5641791224479675
35,0.2955104460318883,0.9270833134651184,2.107163119883764,0.5656716227531433
36,0.4379882911841075,0.8854166865348816,2.1051609374227978,0.5656716227531433
37,0.31076190372308093,0.8645833134651184,2.1036542114757357,0.566417932510376
38,0.31632161140441895,0.875,2.1021109847795394,0.566417932510376
39,0.21725179255008698,0.9479166865348816,2.101450903075082,0.5671641826629639
40,0.21778282523155212,0.90625,2.1005900161606923,0.566417932510376
41,0.17926218857367834,0.9583333134651184,2.0999363575662886,0.5679104328155518
42,0.19969287514686584,0.9270833134651184,2.0994913492883955,0.5679104328155518
43,0.17786000917355219,0.9479166865348816,2.09875617424647,0.5686567425727844
44,0.1176886757214864,0.9791666865348816,2.0984093092736744,0.5686567425727844
45,0.25784697631994885,0.875,2.097725223927271,0.5686567425727844
